,Techniques,Rule
4864,credenTial_access,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_input_capture.yml
4865,T1139,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_input_capture.yml
4866,T1552.003,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_input_capture.yml
4867,persisTence,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4868,impacT,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4869,T1490,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4870,T1505,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4871,T1493,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4872,T1565.002,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4873,T1168,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4874,T1053,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_modify_config.yml
4875,defense_evasion,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_disable_logging.yml
4876,T1089,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_disable_logging.yml
4877,T1562.001,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_disable_logging.yml
4878,defense_evasion,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_clear_logs.yml
4879,T1146,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_clear_logs.yml
4880,T1070.003,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_clear_logs.yml
4881,discovery,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4882,T1083,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4883,T1201,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4884,T1057,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4885,T1018,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4886,T1082,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4887,T1016,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4888,T1049,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4889,T1033,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4890,T1124,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_discovery.yml
4891,credenTial_access,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_crypto_actions.yml
4892,defense_evasion,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_crypto_actions.yml
4893,T1130,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_crypto_actions.yml
4894,T1553.004,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_crypto_actions.yml
4895,T1145,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_crypto_actions.yml
4896,T1552.004,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_crypto_actions.yml
4897,defense_evasion,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4898,impacT,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4899,T1107,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4900,T1070.004,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4901,T1488,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4902,T1561.001,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4903,T1487,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4904,T1561.002,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_file_deletion.yml
4905,collecTion,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4906,laTeral_movemenT,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4907,command_and_conTrol,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4908,exfilTraTion,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4909,T1074,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4910,T1105,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4911,T1002,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4912,T1560.001,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_moving_data.yml
4913,discovery,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4914,credenTial_access,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4915,collecTion,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4916,T1087,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4917,T1087.001,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4918,T1003,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4919,T1081,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4920,T1552.001,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4921,T1005,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_collect_data.yml
4922,persisTence,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_local_accounts.yml
4923,T1136,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_local_accounts.yml
4924,T1136.001,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_local_accounts.yml
4925,T1098,Resources/sigma-master/rules/network/cisco/aaa/cisco_cli_local_accounts.yml
4926,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_lm_namedpipe.yml
4927,T1077,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_lm_namedpipe.yml
4928,T1021.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_lm_namedpipe.yml
4929,T1021,Resources/sigma-master/rules/network/zeek/zeek_rdp_public_listener.yml
4930,T1021.001,Resources/sigma-master/rules/network/zeek/zeek_rdp_public_listener.yml
4931,T1035,Resources/sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
4932,T1569.002,Resources/sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
4933,T1496,Resources/sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
4934,T1557.001,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml
4935,T1187,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml
4936,privilege_escalaTion,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4937,iniTial_access,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4938,execuTion,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4939,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4940,T1068,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4941,T1190,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4942,T1203,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4943,T1021.006,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4944,T1210,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
4945,collecTion,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_raccess_sensitive_fext.yml
4946,discovery,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
4947,T1087,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
4948,T1087.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
4949,T1082,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
4950,execuTion,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_printnightmare_print_driver_install.yml
4951,credenTial_access,Resources/sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
4952,T1208,Resources/sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
4953,T1558.003,Resources/sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
4954,command_and_conTrol,Resources/sigma-master/rules/network/zeek/zeek_http_executable_download_from_webdav.yml
4955,T1105,Resources/sigma-master/rules/network/zeek/zeek_http_executable_download_from_webdav.yml
4956,T1048,Resources/sigma-master/rules/network/zeek/zeek_dns_torproxy.yml
4957,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_smb_spoolss_named_pipe.yml
4958,T1021.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_smb_spoolss_named_pipe.yml
4959,credenTial_access,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
4960,T1003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
4961,T1003.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
4962,T1003.004,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
4963,T1003.003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
4964,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
4965,persisTence,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
4966,T1053,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
4967,car.2013-05-004,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
4968,car.2015-04-001,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
4969,T1053.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
4970,exfilTraTion,Resources/sigma-master/rules/network/zeek/zeek_http_webdav_put_request.yml
4971,T1048.003,Resources/sigma-master/rules/network/zeek/zeek_http_webdav_put_request.yml
4972,persisTence,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
4973,T1004,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
4974,T1547.004,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
4975,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
4976,T1077,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
4977,T1021.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
4978,T1094,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
4979,T1095,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
4980,T1043,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
4981,command_and_conTrol,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
4982,credenTial_access,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
4983,T1003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
4984,T1003.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
4985,T1003.001,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
4986,T1003.003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
4987,execuTion,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
4988,T1035,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
4989,T1047,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
4990,T1053,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
4991,T1053.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
4992,T1569.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
4993,command_and_conTrol,Resources/sigma-master/rules/network/zeek/zeek_default_cobalt_strike_certificate.yml
4994,s0154,Resources/sigma-master/rules/network/zeek/zeek_default_cobalt_strike_certificate.yml
4995,exfilTraTion,Resources/sigma-master/rules/network/zeek/zeek_http_exfiltration_compressed_files.yml
4996,T1560.001,Resources/sigma-master/rules/network/zeek/zeek_http_exfiltration_compressed_files.yml
4997,T1005,Resources/sigma-master/rules/network/zeek/zeek_http_exfiltration_compressed_files.yml
4998,persisTence,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
4999,T1547.001,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5000,T1060,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5001,discovery,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5002,T1057,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5003,T1082,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5004,T1016,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5005,T1033,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5006,g0091,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
5007,execuTion,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5008,T1059.001,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5009,T1086,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5010,command_and_conTrol,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5011,T1071.004,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5012,T1071,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5013,T1572,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5014,impacT,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5015,T1529,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5016,g0091,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5017,s0363,Resources/sigma-master/rules/apt/apt_silence_eda.yml
5018,command_and_conTrol,Resources/sigma-master/rules/linux/lnx_file_copy.yml
5019,laTeral_movemenT,Resources/sigma-master/rules/linux/lnx_file_copy.yml
5020,T1105,Resources/sigma-master/rules/linux/lnx_file_copy.yml
5021,iniTial_access,Resources/sigma-master/rules/linux/lnx_susp_named.yml
5022,T1190,Resources/sigma-master/rules/linux/lnx_susp_named.yml
5023,discovery,Resources/sigma-master/rules/linux/macos_remote_system_discovery.yml
5024,T1018,Resources/sigma-master/rules/linux/macos_remote_system_discovery.yml
5025,defense_evasion,Resources/sigma-master/rules/linux/lnx_base64_decode.yml
5026,T1027,Resources/sigma-master/rules/linux/lnx_base64_decode.yml
5027,defense_evasion,Resources/sigma-master/rules/linux/lnx_clear_logs.yml
5028,T1070.002,Resources/sigma-master/rules/linux/lnx_clear_logs.yml
5029,defense_evasion,Resources/sigma-master/rules/linux/lnx_proxy_connection.yml
5030,defense_evasion,Resources/sigma-master/rules/linux/lnx_shell_clear_cmd_history.yml
5031,T1070.003,Resources/sigma-master/rules/linux/lnx_shell_clear_cmd_history.yml
5032,execuTion,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
5033,persisTence,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
5034,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
5035,T1053.003,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
5036,discovery,Resources/sigma-master/rules/linux/lnx_local_account.yml
5037,T1087.001,Resources/sigma-master/rules/linux/lnx_local_account.yml
5038,persisTence,Resources/sigma-master/rules/linux/lnx_shellshock.yml
5039,T1505.003,Resources/sigma-master/rules/linux/lnx_shellshock.yml
5040,discovery,Resources/sigma-master/rules/linux/macos_local_groups.yml
5041,T1069.001,Resources/sigma-master/rules/linux/macos_local_groups.yml
5042,defense_evasion,Resources/sigma-master/rules/linux/lnx_install_root_certificate.yml
5043,T1553.004,Resources/sigma-master/rules/linux/lnx_install_root_certificate.yml
5044,discovery,Resources/sigma-master/rules/linux/lnx_process_discovery.yml
5045,T1057,Resources/sigma-master/rules/linux/lnx_process_discovery.yml
5046,credenTial_access,Resources/sigma-master/rules/linux/macos_creds_from_keychain.yml
5047,T1555.001,Resources/sigma-master/rules/linux/macos_creds_from_keychain.yml
5048,persisTence,Resources/sigma-master/rules/linux/macos_startup_items.yml
5049,privilege_escalaTion,Resources/sigma-master/rules/linux/macos_startup_items.yml
5050,T1037.005,Resources/sigma-master/rules/linux/macos_startup_items.yml
5051,discovery,Resources/sigma-master/rules/linux/lnx_system_network_connections_discovery.yml
5052,T1049,Resources/sigma-master/rules/linux/lnx_system_network_connections_discovery.yml
5053,execuTion,Resources/sigma-master/rules/linux/lnx_apt_equationgroup_lnx.yml
5054,g0020,Resources/sigma-master/rules/linux/lnx_apt_equationgroup_lnx.yml
5055,T1059.004,Resources/sigma-master/rules/linux/lnx_apt_equationgroup_lnx.yml
5056,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
5057,T1068,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
5058,T1169,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
5059,T1548.003,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
5060,reconnaissance,Resources/sigma-master/rules/linux/lnx_ssh_cve_2018_15473.yml
5061,T1589,Resources/sigma-master/rules/linux/lnx_ssh_cve_2018_15473.yml
5062,defense_evasion,Resources/sigma-master/rules/linux/macos_xattr_gatekeeper_bypass.yml
5063,T1553.001,Resources/sigma-master/rules/linux/macos_xattr_gatekeeper_bypass.yml
5064,defense_evasion,Resources/sigma-master/rules/linux/lnx_security_tools_disabling.yml
5065,T1562.004,Resources/sigma-master/rules/linux/lnx_security_tools_disabling.yml
5066,T1089,Resources/sigma-master/rules/linux/lnx_security_tools_disabling.yml
5067,defense_evasion,Resources/sigma-master/rules/linux/macos_clear_system_logs.yml
5068,T1070.002,Resources/sigma-master/rules/linux/macos_clear_system_logs.yml
5069,defense_evasion,Resources/sigma-master/rules/linux/macos_create_hidden_account.yml
5070,T1564.002,Resources/sigma-master/rules/linux/macos_create_hidden_account.yml
5071,exfilTraTion,Resources/sigma-master/rules/linux/macos_split_file_into_pieces.yml
5072,T1030,Resources/sigma-master/rules/linux/macos_split_file_into_pieces.yml
5073,impacT,Resources/sigma-master/rules/linux/macos_system_shutdown_reboot.yml
5074,T1529,Resources/sigma-master/rules/linux/macos_system_shutdown_reboot.yml
5075,persisTence,Resources/sigma-master/rules/linux/lnx_setgid_setuid.yml
5076,discovery,Resources/sigma-master/rules/linux/lnx_system_info_discovery.yml
5077,T1082,Resources/sigma-master/rules/linux/lnx_system_info_discovery.yml
5078,iniTial_access,Resources/sigma-master/rules/linux/lnx_susp_ssh.yml
5079,T1190,Resources/sigma-master/rules/linux/lnx_susp_ssh.yml
5080,T1068,Resources/sigma-master/rules/linux/lnx_buffer_overflows.yml
5081,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_buffer_overflows.yml
5082,defense_evasion,Resources/sigma-master/rules/linux/macos_change_file_time_attr.yml
5083,T1070.006,Resources/sigma-master/rules/linux/macos_change_file_time_attr.yml
5084,T1204.001,Resources/sigma-master/rules/linux/lnx_symlink_etc_passwd.yml
5085,execuTion,Resources/sigma-master/rules/linux/lnx_symlink_etc_passwd.yml
5086,collecTion,Resources/sigma-master/rules/linux/macos_screencapture.yml
5087,T1113,Resources/sigma-master/rules/linux/macos_screencapture.yml
5088,discovery,Resources/sigma-master/rules/linux/lnx_security_software_discovery.yml
5089,T1518.001,Resources/sigma-master/rules/linux/lnx_security_software_discovery.yml
5090,credenTial_access,Resources/sigma-master/rules/linux/macos_find_cred_in_files.yml
5091,T1552.001,Resources/sigma-master/rules/linux/macos_find_cred_in_files.yml
5092,defense_evasion,Resources/sigma-master/rules/linux/macos_base64_decode.yml
5093,T1027,Resources/sigma-master/rules/linux/macos_base64_decode.yml
5094,iniTial_access,Resources/sigma-master/rules/linux/lnx_susp_vsftp.yml
5095,T1190,Resources/sigma-master/rules/linux/lnx_susp_vsftp.yml
5096,discovery,Resources/sigma-master/rules/linux/macos_network_sniffing.yml
5097,credenTial_access,Resources/sigma-master/rules/linux/macos_network_sniffing.yml
5098,T1040,Resources/sigma-master/rules/linux/macos_network_sniffing.yml
5099,execuTion,Resources/sigma-master/rules/linux/lnx_shell_susp_rev_shells.yml
5100,T1059.004,Resources/sigma-master/rules/linux/lnx_shell_susp_rev_shells.yml
5101,defense_evasion,Resources/sigma-master/rules/linux/lnx_file_deletion.yml
5102,T1070.004,Resources/sigma-master/rules/linux/lnx_file_deletion.yml
5103,execuTion,Resources/sigma-master/rules/linux/lnx_shell_susp_commands.yml
5104,T1059.004,Resources/sigma-master/rules/linux/lnx_shell_susp_commands.yml
5105,impacT,Resources/sigma-master/rules/linux/lnx_clear_syslog.yml
5106,T1565.001,Resources/sigma-master/rules/linux/lnx_clear_syslog.yml
5107,credenTial_access,Resources/sigma-master/rules/linux/lnx_susp_failed_logons_single_source.yml
5108,T1110,Resources/sigma-master/rules/linux/lnx_susp_failed_logons_single_source.yml
5109,T1136,Resources/sigma-master/rules/linux/macos_create_account.yml
5110,T1136.001,Resources/sigma-master/rules/linux/macos_create_account.yml
5111,persisTence,Resources/sigma-master/rules/linux/macos_create_account.yml
5112,execuTion,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
5113,persisTence,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
5114,privilege_escalaTion,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
5115,T1053.003,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
5116,discovery,Resources/sigma-master/rules/linux/lnx_file_and_directory_discovery.yml
5117,T1083,Resources/sigma-master/rules/linux/lnx_file_and_directory_discovery.yml
5118,discovery,Resources/sigma-master/rules/linux/lnx_network_service_scanning.yml
5119,T1046,Resources/sigma-master/rules/linux/lnx_network_service_scanning.yml
5120,persisTence,Resources/sigma-master/rules/linux/at_command.yml
5121,T1053.001,Resources/sigma-master/rules/linux/at_command.yml
5122,credenTial_access,Resources/sigma-master/rules/linux/macos_susp_histfile_operations.yml
5123,T1552.003,Resources/sigma-master/rules/linux/macos_susp_histfile_operations.yml
5124,discovery,Resources/sigma-master/rules/linux/macos_local_account.yml
5125,T1087.001,Resources/sigma-master/rules/linux/macos_local_account.yml
5126,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml
5127,T1036.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml
5128,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_clipboard_collection.yml
5129,T1115,Resources/sigma-master/rules/linux/auditd/lnx_auditd_clipboard_collection.yml
5130,impacT,Resources/sigma-master/rules/linux/auditd/lnx_auditd_dd_delete_file.yml
5131,T1485,Resources/sigma-master/rules/linux/auditd/lnx_auditd_dd_delete_file.yml
5132,s0003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5133,T1156,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5134,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5135,T1546.004,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5136,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_chattr_immutable_removal.yml
5137,T1222.002,Resources/sigma-master/rules/linux/auditd/lnx_auditd_chattr_immutable_removal.yml
5138,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_file_or_folder_permissions.yml
5139,T1222.002,Resources/sigma-master/rules/linux/auditd/lnx_auditd_file_or_folder_permissions.yml
5140,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery.yml
5141,T1082,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery.yml
5142,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_embed_steganography.yml
5143,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_embed_steganography.yml
5144,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_change_file_time_attr.yml
5145,T1070.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_change_file_time_attr.yml
5146,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_audio_capture.yml
5147,T1123,Resources/sigma-master/rules/linux/auditd/lnx_auditd_audio_capture.yml
5148,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
5149,T1054,Resources/sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
5150,T1562.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
5151,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_network_service_scanning.yml
5152,T1046,Resources/sigma-master/rules/linux/auditd/lnx_auditd_network_service_scanning.yml
5153,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencapture_import.yml
5154,T1113,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencapture_import.yml
5155,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_pers_systemd_reload.yml
5156,T1543.002,Resources/sigma-master/rules/linux/auditd/lnx_auditd_pers_systemd_reload.yml
5157,credenTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_histfile_operations.yml
5158,T1552.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_histfile_operations.yml
5159,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencaputre_xwd.yml
5160,T1113,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencaputre_xwd.yml
5161,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5162,iniTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5163,execuTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5164,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5165,T1190,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5166,T1203,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5167,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_user_discovery.yml
5168,T1033,Resources/sigma-master/rules/linux/auditd/lnx_auditd_user_discovery.yml
5169,execuTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_cmds.yml
5170,T1059.004,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_cmds.yml
5171,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery2.yml
5172,T1082,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery2.yml
5173,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow_brutforce.yml
