,Techniques,Rule
324,T1021,Resources/sigma-master/rules/network/zeek/zeek_rdp_public_listener.yml
325,T1021.001,Resources/sigma-master/rules/network/zeek/zeek_rdp_public_listener.yml
326,T1035,Resources/sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
327,T1569.002,Resources/sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
328,T1496,Resources/sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
329,T1557.001,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml
330,T1187,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml
331,privilege_escalaTion,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
332,iniTial_access,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
333,execuTion,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
334,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
335,T1068,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
336,T1190,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
337,T1203,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
338,T1021.006,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
339,T1210,Resources/sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
340,collecTion,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_raccess_sensitive_fext.yml
341,discovery,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
342,T1087,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
343,T1087.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
344,T1082,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
345,execuTion,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_printnightmare_print_driver_install.yml
346,credenTial_access,Resources/sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
347,T1208,Resources/sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
348,T1558.003,Resources/sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
349,command_and_conTrol,Resources/sigma-master/rules/network/zeek/zeek_http_executable_download_from_webdav.yml
350,T1105,Resources/sigma-master/rules/network/zeek/zeek_http_executable_download_from_webdav.yml
351,T1048,Resources/sigma-master/rules/network/zeek/zeek_dns_torproxy.yml
352,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_smb_spoolss_named_pipe.yml
353,T1021.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_smb_spoolss_named_pipe.yml
354,credenTial_access,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
355,T1003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
356,T1003.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
357,T1003.004,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
358,T1003.003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
359,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
360,persisTence,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
361,T1053,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
362,car.2013-05-004,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
363,car.2015-04-001,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
364,T1053.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
365,exfilTraTion,Resources/sigma-master/rules/network/zeek/zeek_http_webdav_put_request.yml
366,T1048.003,Resources/sigma-master/rules/network/zeek/zeek_http_webdav_put_request.yml
367,persisTence,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
368,T1004,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
369,T1547.004,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
370,laTeral_movemenT,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
371,T1077,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
372,T1021.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
373,T1094,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
374,T1095,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
375,T1043,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
376,command_and_conTrol,Resources/sigma-master/rules/network/zeek/zeek_dns_suspicious_zbit_flag.yml
377,credenTial_access,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
378,T1003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
379,T1003.002,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
380,T1003.001,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
381,T1003.003,Resources/sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
382,execuTion,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
383,T1035,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
384,T1047,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
385,T1053,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
386,T1053.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
387,T1569.002,Resources/sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
388,command_and_conTrol,Resources/sigma-master/rules/network/zeek/zeek_default_cobalt_strike_certificate.yml
389,s0154,Resources/sigma-master/rules/network/zeek/zeek_default_cobalt_strike_certificate.yml
390,exfilTraTion,Resources/sigma-master/rules/network/zeek/zeek_http_exfiltration_compressed_files.yml
391,T1560.001,Resources/sigma-master/rules/network/zeek/zeek_http_exfiltration_compressed_files.yml
392,T1005,Resources/sigma-master/rules/network/zeek/zeek_http_exfiltration_compressed_files.yml
393,exfilTraTion,Resources/sigma-master/rules/network/net_firewall_high_dns_requests_rate.yml
394,T1048,Resources/sigma-master/rules/network/net_firewall_high_dns_requests_rate.yml
395,T1048.003,Resources/sigma-master/rules/network/net_firewall_high_dns_requests_rate.yml
396,command_and_conTrol,Resources/sigma-master/rules/network/net_firewall_high_dns_requests_rate.yml
397,T1071,Resources/sigma-master/rules/network/net_firewall_high_dns_requests_rate.yml
398,T1071.004,Resources/sigma-master/rules/network/net_firewall_high_dns_requests_rate.yml
399,command_and_conTrol,Resources/sigma-master/rules/network/net_wannacry_killswitch_domain.yml
400,T1071.001,Resources/sigma-master/rules/network/net_wannacry_killswitch_domain.yml
401,exfilTraTion,Resources/sigma-master/rules/network/net_susp_dns_b64_queries.yml
402,T1048,Resources/sigma-master/rules/network/net_susp_dns_b64_queries.yml
403,T1048.003,Resources/sigma-master/rules/network/net_susp_dns_b64_queries.yml
404,command_and_conTrol,Resources/sigma-master/rules/network/net_susp_dns_b64_queries.yml
405,T1071,Resources/sigma-master/rules/network/net_susp_dns_b64_queries.yml
406,T1071.004,Resources/sigma-master/rules/network/net_susp_dns_b64_queries.yml
407,discovery,Resources/sigma-master/rules/network/net_susp_network_scan_by_ip.yml
408,T1046,Resources/sigma-master/rules/network/net_susp_network_scan_by_ip.yml
409,exfilTraTion,Resources/sigma-master/rules/network/net_high_dns_requests_rate.yml
410,T1048,Resources/sigma-master/rules/network/net_high_dns_requests_rate.yml
411,T1048.003,Resources/sigma-master/rules/network/net_high_dns_requests_rate.yml
412,command_and_conTrol,Resources/sigma-master/rules/network/net_high_dns_requests_rate.yml
413,T1071,Resources/sigma-master/rules/network/net_high_dns_requests_rate.yml
414,T1071.004,Resources/sigma-master/rules/network/net_high_dns_requests_rate.yml
415,command_and_conTrol,Resources/sigma-master/rules/network/net_susp_telegram_api.yml
416,T1102,Resources/sigma-master/rules/network/net_susp_telegram_api.yml
417,T1102.002,Resources/sigma-master/rules/network/net_susp_telegram_api.yml
418,persisTence,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
419,T1547.001,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
420,T1060,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
421,discovery,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
422,T1057,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
423,T1082,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
424,T1016,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
425,T1033,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
426,g0091,Resources/sigma-master/rules/apt/apt_silence_downloader_v3.yml
427,execuTion,Resources/sigma-master/rules/apt/apt_silence_eda.yml
428,T1059.001,Resources/sigma-master/rules/apt/apt_silence_eda.yml
429,T1086,Resources/sigma-master/rules/apt/apt_silence_eda.yml
430,command_and_conTrol,Resources/sigma-master/rules/apt/apt_silence_eda.yml
431,T1071.004,Resources/sigma-master/rules/apt/apt_silence_eda.yml
432,T1071,Resources/sigma-master/rules/apt/apt_silence_eda.yml
433,T1572,Resources/sigma-master/rules/apt/apt_silence_eda.yml
434,impacT,Resources/sigma-master/rules/apt/apt_silence_eda.yml
435,T1529,Resources/sigma-master/rules/apt/apt_silence_eda.yml
436,g0091,Resources/sigma-master/rules/apt/apt_silence_eda.yml
437,s0363,Resources/sigma-master/rules/apt/apt_silence_eda.yml
438,command_and_conTrol,Resources/sigma-master/rules/linux/lnx_file_copy.yml
439,laTeral_movemenT,Resources/sigma-master/rules/linux/lnx_file_copy.yml
440,T1105,Resources/sigma-master/rules/linux/lnx_file_copy.yml
441,iniTial_access,Resources/sigma-master/rules/linux/lnx_susp_named.yml
442,T1190,Resources/sigma-master/rules/linux/lnx_susp_named.yml
443,discovery,Resources/sigma-master/rules/linux/macos_remote_system_discovery.yml
444,T1018,Resources/sigma-master/rules/linux/macos_remote_system_discovery.yml
445,defense_evasion,Resources/sigma-master/rules/linux/lnx_base64_decode.yml
446,T1027,Resources/sigma-master/rules/linux/lnx_base64_decode.yml
447,defense_evasion,Resources/sigma-master/rules/linux/lnx_clear_logs.yml
448,T1070.002,Resources/sigma-master/rules/linux/lnx_clear_logs.yml
449,defense_evasion,Resources/sigma-master/rules/linux/lnx_proxy_connection.yml
450,defense_evasion,Resources/sigma-master/rules/linux/lnx_shell_clear_cmd_history.yml
451,T1070.003,Resources/sigma-master/rules/linux/lnx_shell_clear_cmd_history.yml
452,execuTion,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
453,persisTence,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
454,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
455,T1053.003,Resources/sigma-master/rules/linux/lnx_schedule_task_job_cron.yml
456,discovery,Resources/sigma-master/rules/linux/lnx_local_account.yml
457,T1087.001,Resources/sigma-master/rules/linux/lnx_local_account.yml
458,persisTence,Resources/sigma-master/rules/linux/lnx_shellshock.yml
459,T1505.003,Resources/sigma-master/rules/linux/lnx_shellshock.yml
460,discovery,Resources/sigma-master/rules/linux/macos_local_groups.yml
461,T1069.001,Resources/sigma-master/rules/linux/macos_local_groups.yml
462,defense_evasion,Resources/sigma-master/rules/linux/lnx_install_root_certificate.yml
463,T1553.004,Resources/sigma-master/rules/linux/lnx_install_root_certificate.yml
464,discovery,Resources/sigma-master/rules/linux/lnx_process_discovery.yml
465,T1057,Resources/sigma-master/rules/linux/lnx_process_discovery.yml
466,credenTial_access,Resources/sigma-master/rules/linux/macos_creds_from_keychain.yml
467,T1555.001,Resources/sigma-master/rules/linux/macos_creds_from_keychain.yml
468,persisTence,Resources/sigma-master/rules/linux/macos_startup_items.yml
469,privilege_escalaTion,Resources/sigma-master/rules/linux/macos_startup_items.yml
470,T1037.005,Resources/sigma-master/rules/linux/macos_startup_items.yml
471,discovery,Resources/sigma-master/rules/linux/lnx_system_network_connections_discovery.yml
472,T1049,Resources/sigma-master/rules/linux/lnx_system_network_connections_discovery.yml
473,execuTion,Resources/sigma-master/rules/linux/lnx_apt_equationgroup_lnx.yml
474,g0020,Resources/sigma-master/rules/linux/lnx_apt_equationgroup_lnx.yml
475,T1059.004,Resources/sigma-master/rules/linux/lnx_apt_equationgroup_lnx.yml
476,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
477,T1068,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
478,T1169,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
479,T1548.003,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287_user.yml
480,reconnaissance,Resources/sigma-master/rules/linux/lnx_ssh_cve_2018_15473.yml
481,T1589,Resources/sigma-master/rules/linux/lnx_ssh_cve_2018_15473.yml
482,defense_evasion,Resources/sigma-master/rules/linux/macos_xattr_gatekeeper_bypass.yml
483,T1553.001,Resources/sigma-master/rules/linux/macos_xattr_gatekeeper_bypass.yml
484,defense_evasion,Resources/sigma-master/rules/linux/lnx_security_tools_disabling.yml
485,T1562.004,Resources/sigma-master/rules/linux/lnx_security_tools_disabling.yml
486,T1089,Resources/sigma-master/rules/linux/lnx_security_tools_disabling.yml
487,defense_evasion,Resources/sigma-master/rules/linux/macos_clear_system_logs.yml
488,T1070.002,Resources/sigma-master/rules/linux/macos_clear_system_logs.yml
489,defense_evasion,Resources/sigma-master/rules/linux/macos_create_hidden_account.yml
490,T1564.002,Resources/sigma-master/rules/linux/macos_create_hidden_account.yml
491,exfilTraTion,Resources/sigma-master/rules/linux/macos_split_file_into_pieces.yml
492,T1030,Resources/sigma-master/rules/linux/macos_split_file_into_pieces.yml
493,impacT,Resources/sigma-master/rules/linux/macos_system_shutdown_reboot.yml
494,T1529,Resources/sigma-master/rules/linux/macos_system_shutdown_reboot.yml
495,persisTence,Resources/sigma-master/rules/linux/lnx_setgid_setuid.yml
496,discovery,Resources/sigma-master/rules/linux/lnx_system_info_discovery.yml
497,T1082,Resources/sigma-master/rules/linux/lnx_system_info_discovery.yml
498,iniTial_access,Resources/sigma-master/rules/linux/lnx_susp_ssh.yml
499,T1190,Resources/sigma-master/rules/linux/lnx_susp_ssh.yml
500,T1068,Resources/sigma-master/rules/linux/lnx_buffer_overflows.yml
501,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_buffer_overflows.yml
502,defense_evasion,Resources/sigma-master/rules/linux/macos_change_file_time_attr.yml
503,T1070.006,Resources/sigma-master/rules/linux/macos_change_file_time_attr.yml
504,T1204.001,Resources/sigma-master/rules/linux/lnx_symlink_etc_passwd.yml
505,execuTion,Resources/sigma-master/rules/linux/lnx_symlink_etc_passwd.yml
506,collecTion,Resources/sigma-master/rules/linux/macos_screencapture.yml
507,T1113,Resources/sigma-master/rules/linux/macos_screencapture.yml
508,discovery,Resources/sigma-master/rules/linux/lnx_security_software_discovery.yml
509,T1518.001,Resources/sigma-master/rules/linux/lnx_security_software_discovery.yml
510,credenTial_access,Resources/sigma-master/rules/linux/macos_find_cred_in_files.yml
511,T1552.001,Resources/sigma-master/rules/linux/macos_find_cred_in_files.yml
512,defense_evasion,Resources/sigma-master/rules/linux/macos_base64_decode.yml
513,T1027,Resources/sigma-master/rules/linux/macos_base64_decode.yml
514,iniTial_access,Resources/sigma-master/rules/linux/lnx_susp_vsftp.yml
515,T1190,Resources/sigma-master/rules/linux/lnx_susp_vsftp.yml
516,discovery,Resources/sigma-master/rules/linux/macos_network_sniffing.yml
517,credenTial_access,Resources/sigma-master/rules/linux/macos_network_sniffing.yml
518,T1040,Resources/sigma-master/rules/linux/macos_network_sniffing.yml
519,execuTion,Resources/sigma-master/rules/linux/lnx_shell_susp_rev_shells.yml
520,T1059.004,Resources/sigma-master/rules/linux/lnx_shell_susp_rev_shells.yml
521,defense_evasion,Resources/sigma-master/rules/linux/lnx_file_deletion.yml
522,T1070.004,Resources/sigma-master/rules/linux/lnx_file_deletion.yml
523,execuTion,Resources/sigma-master/rules/linux/lnx_shell_susp_commands.yml
524,T1059.004,Resources/sigma-master/rules/linux/lnx_shell_susp_commands.yml
525,impacT,Resources/sigma-master/rules/linux/lnx_clear_syslog.yml
526,T1565.001,Resources/sigma-master/rules/linux/lnx_clear_syslog.yml
527,credenTial_access,Resources/sigma-master/rules/linux/lnx_susp_failed_logons_single_source.yml
528,T1110,Resources/sigma-master/rules/linux/lnx_susp_failed_logons_single_source.yml
529,T1136,Resources/sigma-master/rules/linux/macos_create_account.yml
530,T1136.001,Resources/sigma-master/rules/linux/macos_create_account.yml
531,persisTence,Resources/sigma-master/rules/linux/macos_create_account.yml
532,execuTion,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
533,persisTence,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
534,privilege_escalaTion,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
535,T1053.003,Resources/sigma-master/rules/linux/macos_schedule_task_job_cron.yml
536,discovery,Resources/sigma-master/rules/linux/lnx_file_and_directory_discovery.yml
537,T1083,Resources/sigma-master/rules/linux/lnx_file_and_directory_discovery.yml
538,discovery,Resources/sigma-master/rules/linux/lnx_network_service_scanning.yml
539,T1046,Resources/sigma-master/rules/linux/lnx_network_service_scanning.yml
540,persisTence,Resources/sigma-master/rules/linux/at_command.yml
541,T1053.001,Resources/sigma-master/rules/linux/at_command.yml
